DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
200512673;08/05/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200509240;05/09/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200506487;02/27/2020 12:00:00 AM;Harbor     ;KIDNAPPING                                              
200506523;02/28/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200515588;10/21/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200513344;08/24/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200514296;09/18/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200511531;07/07/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200510404;06/09/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200517429;12/04/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200508232;04/13/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200507132;03/13/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
210510157;06/10/2021 12:00:00 AM;Harbor     ;CHILD ANNOYING (17YRS & UNDER)                          
200510277;06/06/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200508539;04/21/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200508324;04/16/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
210506972;03/16/2021 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200513990;09/10/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200507686;03/28/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
200509331;05/12/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200509758;05/21/2020 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
200508220;04/13/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200508381;04/17/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200512158;07/22/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200512971;08/14/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200518012;12/20/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200506537;02/28/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200508934;05/02/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200508908;05/01/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200505902;02/14/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200517755;12/12/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200514394;09/21/2020 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
200511403;07/04/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200511688;07/11/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200508173;04/12/2020 12:00:00 AM;Harbor     ;FAILURE TO YIELD                                        
210504344;01/09/2021 12:00:00 AM;Harbor     ;BURGLARY                                                
210504060;01/02/2021 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200506394;02/26/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200511117;06/27/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200510572;06/13/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200510266;06/05/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200514596;09/28/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200508351;04/16/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200514466;09/23/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200517181;11/28/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200514618;09/28/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200514534;09/25/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200506923;03/08/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200505274;01/31/2020 12:00:00 AM;Harbor     ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
200511739;07/12/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200511330;07/02/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200513183;08/20/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200511444;07/05/2020 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
200506528;02/29/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200509777;05/21/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200508758;04/27/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200504355;01/08/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200512071;07/20/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200515659;10/22/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200513791;09/05/2020 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200518236;12/26/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200508808;04/28/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200511003;06/24/2020 12:00:00 AM;Harbor     ;DOCUMENT FORGERY / STOLEN FELONY                        
200507153;03/14/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200510556;06/13/2020 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
200515937;10/29/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200500557;02/17/2020 12:00:00 AM;Harbor     ;DISCHARGE FIREARMS/SHOTS FIRED                          
200518314;12/29/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200516793;11/18/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200516364;11/08/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200515927;10/28/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200510557;06/13/2020 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
200515892;10/28/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200514925;10/05/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200512262;07/25/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200507366;03/18/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200514246;09/16/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - ATTEMPT                                   
200516999;11/23/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200511019;06/25/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200510967;06/24/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
210504254;01/05/2021 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200512670;08/05/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200509644;05/19/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200515441;10/18/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200512790;08/09/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200514851;10/01/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200509592;05/18/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200508644;04/24/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200517259;11/30/2020 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
200508612;04/23/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
210506558;03/05/2021 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200505958;02/14/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200511896;07/16/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200516373;11/08/2020 12:00:00 AM;Harbor     ;SHOTS FIRED AT INHABITED DWELLING                       
200511179;06/29/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200513435;08/26/2020 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
200506226;02/20/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200514828;10/03/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200507976;04/06/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200511808;07/14/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200506299;02/23/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200509122;05/06/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200515910;10/27/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200518144;12/23/2020 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200511039;06/25/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200510695;06/17/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200517421;12/03/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200517756;12/12/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200514085;09/13/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200515828;10/26/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200510867;06/21/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
210506859;03/13/2021 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200512423;07/29/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200516685;11/15/2020 12:00:00 AM;Harbor     ;BATTERY WITH SEXUAL CONTACT                             
200509783;05/22/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200510218;06/03/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200509107;05/06/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200516628;11/14/2020 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
200510126;05/31/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200513472;08/27/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200514440;09/22/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200513888;09/08/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200517702;12/10/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200513677;09/02/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200507838;04/01/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200507306;03/10/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200515744;10/22/2020 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200516707;11/16/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200505777;02/06/2020 12:00:00 AM;Harbor     ;DISCHARGE FIREARMS/SHOTS FIRED                          
200516506;11/12/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200508812;04/28/2020 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
200514909;10/05/2020 12:00:00 AM;Harbor     ;THROWING OBJECT AT MOVING VEHICLE                       
200516536;11/12/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200504533;01/12/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200516847;11/19/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200505364;02/02/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200516910;11/20/2020 12:00:00 AM;Harbor     ;THEFT, PERSON                                           
200514583;09/27/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200509797;05/22/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200516705;11/16/2020 12:00:00 AM;Harbor     ;DISTURBING THE PEACE                                    
200508953;05/02/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200507640;03/26/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200516782;11/17/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200512626;08/03/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200509289;05/10/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200515170;10/12/2020 12:00:00 AM;Harbor     ;ARSON                                                   
200505384;02/03/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200511886;07/16/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200507702;03/18/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200509853;05/23/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200504102;01/02/2020 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200512385;07/22/2020 12:00:00 AM;Harbor     ;TRESPASSING                                             
200515327;10/15/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200513860;09/07/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200515889;10/27/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
210505570;02/08/2021 12:00:00 AM;Harbor     ;BURGLARY                                                
200514555;09/26/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200518142;12/23/2020 12:00:00 AM;Harbor     ;TRESPASSING                                             
200511448;07/04/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200511583;07/08/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200510425;06/10/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200505115;01/27/2020 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
200508003;04/06/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200515280;10/15/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200511310;07/01/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200511376;07/03/2020 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
200512943;08/13/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200507895;04/03/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200513842;09/07/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200511171;06/29/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200512384;07/28/2020 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
210505067;01/08/2021 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200500859;12/01/2020 12:00:00 AM;Harbor     ;STALKING                                                
200512102;07/21/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
210504005;12/31/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200510424;06/08/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200508128;04/10/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200509747;05/21/2020 12:00:00 AM;Harbor     ;BUNCO, ATTEMPT                                          
200511208;06/29/2020 12:00:00 AM;Harbor     ;BATTERY WITH SEXUAL CONTACT                             
200518165;12/24/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200507482;03/22/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200512768;08/08/2020 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
200512084;07/20/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200514193;09/16/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200512602;08/03/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200507957;04/05/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200510989;06/23/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200507217;03/15/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200515009;10/08/2020 12:00:00 AM;Harbor     ;BURGLARY                                                
200510202;06/03/2020 12:00:00 AM;Harbor     ;TRESPASSING                                             
200513152;08/19/2020 12:00:00 AM;Harbor     ;TRESPASSING                                             
200507742;03/30/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200515035;10/06/2020 12:00:00 AM;Harbor     ;TRESPASSING                                             
200510079;05/29/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200512563;08/02/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200513600;08/31/2020 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200511647;07/10/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200505919;02/14/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200518204;12/25/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
200504707;01/17/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200507799;03/31/2020 12:00:00 AM;Harbor     ;BURGLARY, ATTEMPTED                                     
200516587;11/13/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200513813;09/06/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
200515081;10/09/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200512367;07/28/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200517382;12/03/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200508647;04/24/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200509051;05/05/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200505879;02/14/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200508849;04/30/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200515172;10/12/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200506501;02/28/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200512510;08/01/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200512464;07/30/2020 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
200506469;02/27/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200504232;01/06/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
200518374;12/30/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200513391;08/24/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200510794;06/19/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200512682;08/06/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200509906;05/24/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200513876;09/08/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200507409;03/17/2020 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
200512366;07/28/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200516549;11/11/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200506583;03/02/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200510563;06/13/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200512045;07/19/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200514250;09/17/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200511649;07/10/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
210505131;01/02/2021 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200515320;10/15/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200515765;10/24/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200506843;03/06/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200514662;09/29/2020 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200512793;08/09/2020 12:00:00 AM;Harbor     ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
200514535;09/26/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200516033;10/31/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200510904;06/22/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
200514504;09/15/2020 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
200504281;01/06/2020 12:00:00 AM;Harbor     ;RAPE, FORCIBLE                                          
200509765;05/21/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200510392;06/09/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200513722;09/03/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200510273;06/05/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200511236;06/30/2020 12:00:00 AM;Harbor     ;ROBBERY                                                 
200504117;01/03/2020 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
200507126;03/13/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200512558;08/02/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
200512422;07/29/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
200505417;02/03/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200516063;10/31/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200511485;07/06/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
210507638;04/05/2021 12:00:00 AM;Harbor     ;BATTERY WITH SEXUAL CONTACT                             
200506547;02/29/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200506511;02/28/2020 12:00:00 AM;Harbor     ;CHILD STEALING                                          
200515498;10/19/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200508050;04/07/2020 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
200513035;08/16/2020 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
200517420;12/02/2020 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
200517942;12/18/2020 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
200505652;02/09/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200510447;06/10/2020 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200518407;12/31/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200516814;11/17/2020 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
200510097;05/30/2020 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
200504523;01/12/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200507487;03/21/2020 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
200508000;04/06/2020 12:00:00 AM;Harbor     ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
200514817;10/02/2020 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
200508860;04/30/2020 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
200517143;11/27/2020 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
